Cycle,FEC_ID,Cand_ID,Name,Party,District,Dist_curr,Curr_Cand,Cycle_cand,CRPICO,Receip_cd,No_pacs
2018, P60016714 , N00038375 , Andrew Mao (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60016722 , N00038376 , Tim Hotop (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60016763 , N00038379 , Tony Loup (U) , U , PRES ,      ,   ,   ,   , UN ,   
2018, P60016805 , N00038382 ," Jimmy ""Rent Is Too D. McMillan (R) ", R , PRES ,      ,   ,   ,   , RN ,   
2018, P60016888 , N00038390 , Paij Boring (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60016904 , N00038392 , Santa Roy Allen Clark (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60016912 , N00038393 , David Jackson Epley (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60016920 , N00038394 , Chomi Prag (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60016946 , N00038466 , Danny Wayne Martin (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60016961 , N00038468 , Neven Lee Sgt Fr Gibbs (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017027 , N00038474 , Stephen Marks (R) , R , FL27 ,      ,   ,   ,   , RL ,   
2018, P60017092 , N00038481 , Matthew Martowska (U) , U , PRES ,      ,   ,   ,   , UN ,   
2018, P60017100 , N00038482 , James Valentine (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017167 , N00038488 , Anakin Skywalker (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017183 , N00038490 , David Ziejewski (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017217 , N00038492 , La Resa Edwards (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017225 , N00038493 , Lucy Chimi Lilpup (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60017241 , N00038495 , Denise Bedio (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017266 , N00038497 , Jekyll (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017282 , N00025490 , Gary Gene Davis (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60017290 , N00038499 , Cynthia T. Cavazos (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017308 , N00038500 , Stephen Kale (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60017324 , N00038502 , Darth Vader (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017373 , N00038507 , Paul Rosaire Hurteau (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017399 , N00038509 , Mark Thomas Matousek (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017456 , N00038515 , Robert Lee Tolbert (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60017480 , N00038578 , Bruce David Bongardt (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60017498 , N00038518 , Billy Knaub (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017506 , N00038519 , Ethan Jack The Train Montaigne (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60017548 , N00038523 , Nolan Snoeyink (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60017563 , N00038525 , Austin Petersen (R) , R , MOS2 ,      ,   ,   , C , RL ,   
2018, P60017605 , N00038529 , Tony Michael Brown (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60017613 , N00038530 , Darren Bigdee Henao (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017662 , N00038535 , Samuel Joseph Denis Morisson (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017696 , N00038580 , Herbert Murray Stephens (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60017704 , N00038537 , Robert Erwin Zorn (U) , U , PRES ,      ,   ,   ,   , UN ,   
2018, P60017761 , N00038543 , Dj Ultrapervert (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017845 , N00038551 , Kevin Glenn Mister Huey (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60017852 , N00038874 , Clifton Roberts (I) , I , CAS2 ,      ,   ,   , C , 3N ,   
2018, P60017860 , N00038552 , Clifton Greuter (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017928 , N00038878 , ROBERT L MANN (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017977 , N00038882 , CRAIG ASHLEY JR. JACKSON (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017985 , N00038883 , DANIEL WILLIAM SZATHMARY (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60017993 , N00038884 , ROBERT MR. SHRUM (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60018017 , N00038886 , EMIDIO SOLTYSIK (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018132 , N00038898 , COLIN B DOYLE (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018165 , N00038901 , J.R. MYERS (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018231 , N00038908 , Drew Knight (D) , D , NVS1 ,      ,   ,   , C , DL ,   
2018, P60018249 , N00038909 , JOSEPH A MALDONADO (L) , L , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018264 , N00038911 , GUS MR. WILLIAMS (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60018280 , N00038913 , JAMES ELBERT NASH (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018298 , N00038914 , EDWARD SUNG WHANG (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018306 , N00038915 , NORMAN DOUGLAS BUTLER (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018314 , N00038916 , SHANNON MONROE HAZZARD (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60018363 , N00038921 , CHAD MR. WOODARD (U) , U , PRES ,      ,   ,   ,   , UN ,   
2018, P60018371 , N00038922 , NATHANIEL GLASGOW (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60018389 , N00038923 , JOHN CHARLES ROY (U) , U , PRES ,      ,   ,   ,   , UN ,   
2018, P60018421 , N00038926 , DAKOTA COURTOIS (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018462 , N00038930 , ANGELO THOMAS DEMARCO (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60018488 , N00038932 , KAREN COPEN (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60018504 , N00038934 , ROBERT FRANCIS LUNGO (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018520 , N00038936 , ARTHUR MICHAEL HARRIS (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018538 , N00038937 , JEREMY DIEGO MR. SAGARIBAY (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018553 , N00038939 , ALBERTO A1 MR. CEDENO (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018611 , N00038945 , DENNY CARROLL JACKSON (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60018678 , N00038950 , CHRISTIN NOEL GRISKIE (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018702 , N00038953 , MICHAEL W. BARBINE (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018769 , N00038959 , WILLIAM ROGER SMITH (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018801 , N00038963 , SEDINAM KINAMO CHRI MOYOWASIFSA-CURRY (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018827 , N00038965 , FELIX MR. TSE (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018843 , N00038967 , ABRAHAM JOSEPH MR DAVID (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60018900 , N00038973 , JAMES CURTIS WOOLSEY (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018918 , N00038974 , QUINON MARVIN MR. IV NORWOOD (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60018942 , N00038977 , LINDA MARIMARIE SPEARS (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60018983 , N00038981 , ANDREW NIKLAWSKI (L) , L , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019072 , N00038990 , PAUL ALLEN MR. II SUDDUTH (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019080 , N00038991 , BENSON MR MCCALL (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019106 , N00038993 , CALVIS L HAWES (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60019114 , N00038994 , LAIO CHANTELLE MORRIS (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019130 , N00038996 , ALYSSA DARA MS. MCDOWELL (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019148 , N00038997 , JEROEN PATER (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019213 , N00039004 , KATIE D NAYLOR (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019262 , N00039009 , BEN OSTROW (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019296 , N00039012 , EMILIO CARREON (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019304 , N00039013 , PAUL R ADAMS (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019361 , N00039019 , TAIWO JACOB FAMILONI (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019445 , N00039027 , GEORGE VINCENT PIERCE (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019478 , N00039187 , Dan Poe Mr Newman (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60019544 , N00039194 , Felipe Shwartz (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019593 , N00039199 , Joseph Brian Franze (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019619 , N00039201 , Kristen Kennelly (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60019635 , N00039203 , Ashton Wade (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60019650 , N00039204 , Anthony Luckett (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019668 , N00039205 , Jeff George (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019676 , N00039206 , Ronald &Angela L. Honorable Vaught (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019692 , N00039208 , Michael Thomas Mr. Barz (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019718 , N00039210 , Mark Owen Mr Dunbar (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60019759 , N00039214 , For President God (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019783 , N00039217 , Finn Mr. Flaherty (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019841 , N00039280 , Jesse Olive Gray-Or Else Just Hosanna (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60019940 , N00039334 , Mary Ms Thomas (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60019965 , N00039336 , Philip Monroe Iii Adams (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60019973 , N00039337 , Richard Paul Hopkins (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020005 , N00039340 , Cookie Hydrox (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020047 , N00039344 , Gabriel Elias Van Duren (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020088 , N00039348 , Joshua James Goellner (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020112 , N00039351 , Krish Angra (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020179 , N00039357 , Jeremy Lee Ploeger (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020187 , N00039358 , Scott Piper Ltc (R) Caldwell (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020229 , N00039362 , Tho D. Hall Jr. (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020252 , N00039365 , Erik J. Rodne (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020294 , N00039369 , Daniel G Glaser (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020377 , N00039443 , Monroe Pierce Singleton (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020385 , N00039444 , Christopher Francis Mitro (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020419 , N00039447 , Kelso David Wallace (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020427 , N00039448 , Edward Mr Macy (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020435 , N00039449 , Antonio Sr Watson (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020476 , N00039453 , Davis George Mr Pierce (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020484 , N00039454 , Demetra Jefferson Wysinger (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020609 , N00039464 , Paul Y Mr. Potato (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020690 , N00039615 , Andy Ablo (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020724 , N00039618 , David Kelley (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020732 , N00039619 , Lawrence Robert Alpha Omega Kaufhold (U) , U , PRES ,      ,   ,   ,   , UN ,   
2018, P60020757 , N00039621 , Robert Lewis Mr. Buchanan (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020765 , N00039622 , Kevin William Beatty (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60020781 , N00039624 , Michael Lynn Smith (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020815 , N00039627 , Kenneth Mr. Jr. Alvarez (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60020831 , N00039629 , Keenan Wallace Dunham (L) , L , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020880 , N00039634 , D D Demott (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020898 , N00039635 , Robert Joseph Mr. Jr. Arena (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60020906 , N00039636 , Mark-Christian Aubin (R) , R , NY11 ,      ,   ,   ,   , RN ,   
2018, P60020922 , N00039638 , Sky Erraen Boles (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020948 , N00039640 , Michael Patrick Shannon (L) , L , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020963 , N00039642 , Ajay Sood (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60020997 , N00039645 , Eric A. Koellner (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021037 , N00039716 , Niisa Lawrence-Osorio (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60021060 , N00039719 , Elmer S Mohr (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021102 , N00030219 , Darrell Lane Castle (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021128 , N00039872 , Gregory Mark Guillaume (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60021151 , N00039875 , Donald Mr. Jr. Proctor (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021201 , N00039880 , Jonathan Ray 'John' Hancock (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60021243 , N00039884 , Ameer Xenos Mr. Flippin (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021250 , N00039885 , Audrey Elizabeth Addison Ms. Williams (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021300 , N00039890 , Joseph Isaac Mr. Barke (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60021326 , N00039892 , Joshua Scott Cady (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021334 , N00039893 , Vlad Beserius Draculea (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021342 , N00039894 , Christopher John Gansen (L) , L , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021359 , N00033625 , Kerry Bentivolio (R) , R , MI11 ,      ,   ,   , O , RL ,   
2018, P60021409 , N00039900 , Some Lice (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60021425 , N00039902 , Walter Mr. Wayne (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021441 , N00039904 , Jack Knoll (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60021458 , N00039905 , John Jr Knoll (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60021466 , N00039906 , David Lee Doucette (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021524 , N00039912 , Samuel Lewis Tabor (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021532 , N00039979 , Garrett Mr. Vickery (U) , U , PRES ,      ,   ,   ,   , UN ,   
2018, P60021540 , N00039980 , Mike Mark (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021557 , N00039981 , Tom Bowie (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021565 , N00039982 , Jd Donaghe (L) , L , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021581 , N00039984 , Yair Gross (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021664 , N00040086 , Michael Ray Haney (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021680 , N00040088 , Shyyan Scott Brooks (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021722 , N00040091 , Judd Weiss (L) , L , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021789 , N00040097 , Rashon D. Mack (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60021797 , N00040098 , Aaron Grotta (U) , U , PRES ,      ,   ,   ,   , UN ,   
2018, P60021805 , N00040099 , James Courtney Rives (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021821 , N00040101 , Shameka Sterling-Shim (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021847 , N00040103 , Patrick Stewart (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021896 , N00040148 , Elizabeth Anne Ms. Kirk (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021946 , N00040187 , Irvin John Kelly (L) , L , PRES ,      ,   ,   ,   , 3N ,   
2018, P60021995 , N00040192 , A. Mr. Senataur (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022043 , N00040197 , Michael Puskar (I) , I , MDS1 ,      ,   ,   , C , 3C ,   
2018, P60022050 , N00040198 , Shelley Faye Holy (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60022118 , N00040204 , Charles Griffith Ferry (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022126 , N00040205 , James Franklin Goss (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022183 , N00040227 , Adam T Patek (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022209 , N00040229 , Michelle Kay Slocum (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022241 , N00040231 , Richard Lee Davidson (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022258 , N00040232 , Nelda J Takada (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022290 , N00040267 , Abdulraqeebb Mr. Abozaid (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022324 , N00040270 , Touchy The Pedophile Serial Killer Uncle Clown (U) , U , PRES ,      ,   ,   ,   , UN ,   
2018, P60022365 , N00040274 , Aimee Kivior (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60022399 , N00040276 , David Patrick Murphy (U) , U , PRES ,      ,   ,   ,   , UN ,   
2018, P60022415 , N00040278 , Marie Elizabeth Davis (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022449 , N00040281 , Sharmin Lynn Ms. Smith (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022464 , N00040283 , Roger Ward (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022472 , N00040284 , William Hale (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022480 , N00040285 , Dakota Hale (L) , L , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022498 , N00040286 , Harry Lucien Mr. Workman (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022506 , N00040287 , Billy M Jones (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022555 , N00040308 , Ken Lash (U) , U , PRES ,      ,   ,   ,   , UN ,   
2018, P60022589 , N00040311 , Kenneth Preston (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022605 , N00040313 , Samuel Baetz (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022613 , N00040314 , One Cent Piece (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022639 , N00040316 , Marc  Alan Vrbach (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022654 , N00040318 , Evan McMullin (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022662 , N00040319 , Michael Timothey Neal (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60022696 , N00040322 , Joy L Sorrells (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022787 , N00040345 , Michael Andrew Maturen (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022811 , N00040348 , Eddie Craig Monarch (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022829 , N00040349 , Steven Stein (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022837 , N00040350 , Jim Mr. Platter (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022878 , N00040354 , Thomas Elbert Mr Johnson (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022886 , N00040355 , Yeshua Lord Mightygod Jesus Christ (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022910 , N00040358 , Krystal E. Noga-Styron (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022928 , N00040359 , William Kelsey Dr Graham (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60022944 , N00040361 , John K Mr. Kadey (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P60022993 , N00040364 , Neil J. Gillespie (U) , U , PRES ,      ,   ,   ,   , UN ,   
2018, P60023058 , N00040402 , Sarat Atluri (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60023066 , N00040403 , Kikko Dr. Ceccato (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60023074 , N00040404 , Gary S Canns (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60023082 , N00040405 , Pat Kidd (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60023124 , N00040473 , Eliud De Jesus Resendez (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60023173 , N00040478 , Nelson Gomez (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60023181 , N00040479 , Theo R. Mr. Floyd (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60023199 , N00040480 , Tina Sanches Espinosa Delos Monteros (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60023207 , N00040481 , Scott Cubbler (I) , I , TX02 ,      ,   ,   , O , 3O ,   
2018, P60023215 , N00040482 , Nick Angelo Mr. Bauman (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60023272 , N00040505 , Ilija Stojic (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60023322 , N00040511 , Mitchell In-Albon (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60023439 , N00040524 , Albert Kenneth Carrozza (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60023546 , N00040537 , Cooper J Johnson (L) , L , PRES ,      ,   ,   ,   , 3N ,   
2018, P60023561 , N00040539 , Douglas Alan Runner (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P60023595 , N00040543 , Mark Skolmoski (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P60023660 , N00040590 , Joshua Reese Kronberg (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P60023686 , N00040592 , Joann Ms Breivogel (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P80000268 , N00005761 , Willie Felix Carter (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P80000672 , N00001671 , Samuel B Dr Hoff (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P80000748 , N00005906 , Ron Paul (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P80003114 , N00028608 , John Blyth (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P80003205 , N00028836 , Lee L Mercer Jr. (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P80003239 , N00028931 , Ole' Savior (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P80003338 , N00009638 , Barack Obama (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P80003353 , N00000286 , Mitt Romney (R) , R , UTS1 ,      ,   ,   , O , RW ,   
2018, P80003379 , N00028961 , Jim Gilmore (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P80003478 , N00007539 , Mike Huckabee (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P80003536 , N00028980 , William Charles Hughes (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P80003544 , N00028971 , Mark Blair Graham (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P80003643 , N00028997 , Claire Elisabeth Fie Cruise (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P80003817 , N00029012 , Vernon Edgar Wuensche (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P80003916 , N00029034 , Michel Anissa Powell (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P80003957 , N00029037 , George Brent Bailey Jr. (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P80004021 , N00025842 , Jack Shepard (R) , R , MNS2 ,      ,   ,   , C , RN ,   
2018, P80004062 , N00029057 , Stephen D Macmillan (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P80004120 , N00029091 , Christina Gerasimos Billings-Elias (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P80004237 , N00012669 , Corrogan R Vaughn (R) , R , MD07 ,      ,   ,   , C , RN ,   
2018, P80004328 , N00029185 , Matthew D Pinnavaia (U) , U , PRES ,      ,   ,   ,   , UN ,   
2018, P80004492 , N00029243 , Melvin Valentine Jr. (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P80004641 , N00026705 , Rhett Smith (L) , L , TX11 ,      ,   ,   , C , 3C ,   
2018, P80004690 , N00029344 , Todd Marvin Clayton Jr. (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P80004765 , N00010182 , Henry Hewes (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P80004989 , N00012650 , Star Locke (I) , I , PRES ,      ,   ,   ,   , 3N ,   
